time,seconds_elapsed,z,y,x
1759338862654976300,0.147976318359375,9.776573181152344,2.621351480484009,0.3139396905899048
1759338862665020200,0.158020263671875,9.953070640563965,2.658461809158325,0.716090738773346
1759338862675063000,0.16806298828125,10.074576377868652,2.5579800605773926,0.9674071073532104
1759338862685105200,0.178105224609375,9.891794204711914,2.3235726356506348,0.6943184733390808
1759338862695170000,0.188170166015625,9.501838684082031,2.0701615810394287,0.4273650050163269
1759338862705181000,0.198180908203125,9.225831985473633,1.9965397119522095,0.45265376567840576
1759338862715229700,0.208229736328125,9.139191627502441,2.319308042526245,0.356212317943573
1759338862725286400,0.218286376953125,9.118391990661621,2.690484046936035,0.05521627515554428
1759338862735328800,0.228328857421875,8.906355857849121,3.1402947902679443,-0.5327098965644836
1759338862745386000,0.238385986328125,9.394024848937988,3.2508022785186768,-0.17380407452583313
1759338862755411500,0.248411376953125,9.601198196411133,3.0481927394866943,0.5098153352737427
1759338862765473300,0.258473388671875,9.556007385253906,3.2194530963897705,0.769810676574707
1759338862775514400,0.268514404296875,9.504158020019531,2.911424160003662,0.853607714176178
1759338862785556500,0.278556396484375,9.116671562194824,2.7052981853485107,0.9282020926475525
1759338862795600000,0.288599853515625,8.885854721069336,2.6895864009857178,0.9555109143257141
1759338862805643000,0.29864306640625,9.029657363891602,2.5377790927886963,1.2895020246505737
1759338862815686700,0.308686767578125,9.295862197875977,1.9915268421173096,1.6306757926940918
1759338862825728000,0.31872802734375,9.356315612792969,1.4246248006820679,1.6101006269454956
1759338862835747000,0.3287470703125,9.500865936279297,1.389235496520996,1.487472653388977
1759338862845789700,0.338789794921875,9.448193550109863,1.3774889707565308,1.4469208717346191
1759338862855839200,0.348839111328125,9.349507331848145,1.4056956768035889,1.385793924331665
1759338862865919000,0.3589189453125,9.316512107849121,1.4934581518173218,1.177797555923462
1759338862875917800,0.368917724609375,9.30454158782959,1.6181811094284058,1.0546458959579468
1759338862885985300,0.3789853515625,9.285985946655273,1.864858627319336,1.2824691534042358
1759338862896029200,0.389029296875,9.39941120147705,2.318784236907959,1.483357548713684
1759338862906071600,0.399071533203125,9.46106243133545,2.6595091819763184,1.7577180862426758
1759338862916114200,0.4091142578125,10.605565071105957,2.452186346054077,2.254215717315674
1759338862926158800,0.419158935546875,10.35372543334961,2.253467559814453,2.514061450958252
1759338862936199700,0.42919970703125,9.474005699157715,2.183137893676758,2.297311305999756
1759338862946241500,0.439241455078125,9.06639289855957,1.6686837673187256,1.778817057609558
1759338862956306400,0.449306396484375,8.555904388427734,1.7564462423324585,1.022997498512268
1759338862966328300,0.459328369140625,7.685536861419678,2.435352087020874,0.7460182905197144
1759338862976369700,0.46936962890625,8.705391883850098,3.14276385307312,1.9072809219360352
1759338862986413300,0.479413330078125,9.199271202087402,3.4204912185668945,2.4483704566955566
1759338862996458000,0.4894580078125,8.442179679870605,1.737741470336914,2.4200141429901123
1759338863006474000,0.499473876953125,7.910592079162598,1.3280338048934937,1.4511107206344604
1759338863016542700,0.509542724609375,8.289250373840332,2.1856815814971924,1.8960580825805664
1759338863026559000,0.51955908203125,8.681599617004395,3.1630396842956543,1.7836803197860718
1759338863036627000,0.529626953125,8.882712364196777,3.8923733234405518,1.0200796127319336
1759338863046696000,0.539696044921875,9.196578025817871,4.662184238433838,0.26328736543655396
1759338863056712700,0.549712646484375,9.353622436523438,4.794313907623291,-0.09292495250701904
1759338863066755300,0.55975537109375,8.960149765014648,4.47670841217041,-0.4992658793926239
1759338863076797200,0.569797119140625,8.748263359069824,3.6913352012634277,-0.383670836687088
1759338863086841000,0.579841064453125,8.838419914245605,2.934767484664917,0.30226796865463257
1759338863096883700,0.5898837890625,9.125349998474121,3.1326632499694824,0.3801543414592743
1759338863106902500,0.599902587890625,9.38669204711914,3.2146646976470947,0.3686322569847107
1759338863116970000,0.609969970703125,9.054496765136719,2.93117618560791,0.35838207602500916
1759338863127010800,0.6200107421875,9.143755912780762,2.653373956680298,0.42871174216270447
1759338863137029600,0.630029541015625,8.847772598266602,2.8259809017181396,0.030526071786880493
1759338863147096300,0.640096435546875,8.347832679748535,2.9617772102355957,-0.07586626708507538
1759338863157141500,0.6501416015625,7.937302589416504,3.1145570278167725,0.07534253597259521
1759338863167182600,0.6601826171875,7.720402717590332,3.066373825073242,0.1877203732728958
1759338863177225200,0.67022509765625,7.710002899169922,3.275716781616211,0.1132756695151329
1759338863187268600,0.6802685546875,7.80876350402832,2.8901755809783936,-0.0017208324279636145
1759338863197311000,0.69031103515625,8.546177864074707,2.924367666244507,-0.0019452888518571854
1759338863207353000,0.70035302734375,8.951022148132324,2.6395325660705566,0.18831892311573029
1759338863217395700,0.710395751953125,9.340154647827148,2.6464908123016357,0.2934393584728241
1759338863227414500,0.72041455078125,8.834080696105957,2.7818379402160645,0.1728314310312271
1759338863237482200,0.730482177734375,8.782679557800293,2.7531075477600098,-0.034341830760240555
1759338863247500800,0.740500732421875,8.782605171203613,2.840346336364746,-0.04369417950510979
1759338863257568500,0.750568603515625,8.60925006866455,3.1157541275024414,-0.5220856070518494
1759338863267573200,0.7605732421875,8.656610488891602,3.19364070892334,-0.6373065710067749
1759338863277654300,0.770654296875,8.951247215270996,2.737245798110962,-0.6307973265647888
1759338863287697000,0.78069677734375,9.624092102050781,2.6024973392486572,-0.4018518030643463
1759338863297739500,0.790739501953125,9.529520988464355,2.5376293659210205,-0.37312138080596924
1759338863307782000,0.800781982421875,9.753678321838379,2.7624597549438477,-0.14739304780960083
