version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,iPhone 16 Pro,1758272913633,2025-09-19_09-08-33,Europe/Amsterdam,ios,1.46,b7f0c3da-78c2-4847-a9e0-b97f52189812,Accelerometer|Gravity|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10||10|10,true
